quote,author,source
"Нязносны гонар тым, што робім сёння. Дулю!
Вазьмі ў звычай, сын герояў і багоў,
Не пагарджаць святым сваім мінулым,
А заслужыць яшчэ,
і вартым быць яго",Уладзімер Караткевіч,dumki.org
"Народная творчасць наогул, а беларуская народная творчасць увасобку ‒ гэта мора, якое хавае сабе незлічоныя скарбы. Толькі трэба ўмець гэтыя скарбы дастаць",Уладзімер Караткевіч,dumki.org
"Абыякавы да мінулага ня мае аніякай інтэлектуальнай перавагі над жывёлай, і таму ёсьць першы кандыдат на маральную, а затым і фізычную сьмерць. Усё адно хто гэта ‒ чалавек ці народ",Уладзімер Караткевіч,dumki.org
"Рабі нечаканае, рабі, як не бывае, рабі, як ня робіць ніхто ‒ і тады пераможаш",Уладзімер Караткевіч,dumki.org
Дзеці – усьмешка Божая,Уладзімер Караткевіч,dumki.org
"Забяры ў чалавека ў адзін дзень сваякоў, хлеб, волю, мову. Ён жа ўзбунтуецца. Ён зброю возьме. А тут ціснуць патроху, па каліву, па слоўцу, па чалавеку, па песні — непрыкметна адбіраюць",Уладзімер Караткевіч,dumki.org
"І які той цяжар ні будзе, 
Ён веры маёй не сагне: 
Мяне пахаваюць людзі, 
Лепшыя за мяне.",Уладзімер Караткевіч,dumki.org
"Каханне не памірае. 
Яно вечна застаецца ў грудзях лікуючай тугою слоў, 
Безнадзейным болем і непатольнай пяшчотай, 
Калі нічым не дапаможаш, хаця сэрца аб зоры разбі",Уладзімер Караткевіч,dumki.org
"Задумайся над сур’ёзным і ўсміхніся жарту. І ў жарце адшукай сур’ёзнае, а ў сур’ёзным – цень усмешкі",Уладзімер Караткевіч,dumki.org
"Першыя ў гонары, першыя і ў свінстве",Уладзімер Караткевіч,dumki.org
"Душа чалавека, падобна як алень каля вод, шукае ісціну",Уладзімер Караткевіч,dumki.org
Зямлёй і людзьмі рухае дух змагання,Уладзімер Караткевіч,dumki.org
"Я ведаю, што пры словах “непарушны”, “непадзельны”, “адзіны”, калі іх гаворыць мацнейшы, сапраўдных людзей цягне разбіць непадзельнасць, разбурыць непарушнасць. Бо гэта замаскаваны ланцуг рабства",Уладзімер Караткевіч,dumki.org
"Жыццё – даброта. Найвялікшая даброта, якая дадзена кожнаму, нягледзячы на ўвесь боль",Уладзімер Караткевіч,dumki.org
Уся паэзія – ад кахання,Уладзімер Караткевіч,dumki.org
"Стома – смерць. Ідзі вышэй сіл сваіх, і станеш жыць доўга",Уладзімер Караткевіч,dumki.org
"Кожны чалавек хоча кахаць і быць каханым, народжаны для кахання, шукае яго ўсё жыццё, моліцца яму і памірае з думкамі аб ім...",Уладзімер Караткевіч,dumki.org
"Лепей няверныя перакананні, чым зусім без іх",Уладзімер Караткевіч,dumki.org
Лепей за ўсё смяяцца з сябе. Ніхто не крыўдуе,Уладзімер Караткевіч,dumki.org
У брахуна павінна быць выключная памяць,Уладзімер Караткевіч,dumki.org
"Аптымізм беларускі ў тым, што калі мы, нягледзячы на ўвесь песімізм і безнадзейнасць мінулага, усё ж жывём, значыць, у нас ёсць падставы гаварыць аб лепшым будучым",Уладзімер Караткевіч,dumki.org
"Самая вялікая ўзнагарода, калі цябе хваляць тыя людзі, якім табе неяк не здарылася ў жыцці выпадку дапамагчы і зрабіць дабро. І самая вялікая бяда, калі цябе лае і ганьбіць той, каму тое дабро ты ўсё жыццё рабіў",Уладзімер Караткевіч,dumki.org
"Чалавек, які робіць крыўду другому, у рэшце рэшт крыўдзіць сябе",Уладзімер Караткевіч,dumki.org
"Кожную кнігу трэба пісаць так, нібы гэта твая лепшая і апошняя",Уладзімер Караткевіч,dumki.org
"Абяцаюць нам новы раскошны дом,
Але тут нам жыць і канаць,
Тут пад кожным навекі здабытым бугром
Нашы продкі забітыя спяць.

Яны аддалі нам меч і касу,
Слова з вуснаў, цяпер нямых...
І нам немагчыма пайсці адсюль
І пакінуць са смерцю іх",Уладзімер Караткевіч,dumki.org
"Хто забыў сваіх продкаў ‒ сябе губляе, 
Хто забыў сваю мову ‒ усё згубіў",Уладзімер Караткевіч,dumki.org
"Тады дзяржава моцная, калі моцны ўвесь люд, да апошняга чалавека. Іначай, калі моцны адзін цар ды купка ягоных дарадцаў, тады рана ці позна дзяржава грыміць дагары глінянымі нагамі",Уладзімер Караткевіч,dumki.org
"Ёсць адзіна годны шлях: служыць айчыне да крывавага поту, не чакаючы ўзнагароды ад людзей і лёсу, проста таму, што іначай нельга",Уладзімер Караткевіч,dumki.org
"Наконт таго, ці шмат здолее адзін. Нават адзін здолее, калі да канца",Уладзімер Караткевіч,dumki.org
"Калі чалавецтва ідзе да спрошчанасці казарменнай – тады адна мова, калі да складанасці – мноства",Уладзімер Караткевіч,dumki.org
"Існуе няпісаны (і неабвержны) закон, які цудоўна ведаюць усе па-сапраўднаму адукаваныя і культурныя людзі: чым лепей ведаеш нейкую мову (і гэта можна сказаць не толькі пра мову, але і пра краіну, навуку, сяброў, многіх жанчын, мастацтва і г.д.) – тым больш яна прыгожая і значная",Уладзімер Караткевіч,dumki.org
Выбірай: быць пасрэднасцю на мове суседа або нечым значным на сваёй,Уладзімер Караткевіч,dumki.org
"Абапірайся на цвёрдых, сумленных, хай непакорліва-самастойных, але непадкупных",Уладзімер Караткевіч,dumki.org
"Адзінка толькі тады “нічога не можа”, калі яна – амёба (ды й тое можа; скажам. Можа, каб горад вымер ад дызентэрыі, калі ты амёба – носьбіт гэтай заразы). Або проста носьбіт рэптыльнай баязлівасці",Уладзімер Караткевіч,dumki.org
"Ёсць і ў вас, як і ў іншых, святыня. 
Не давайце святыні псам!",Уладзімер Караткевіч,dumki.org
"Гіене ‒ баяцца, сабаку ‒ вішчаць, 
Свінні ‒ рыцца ў гноі сваім, 
А льву патрэбны калючы гушчар, 
Родны край і свабода ў ім. 
П'ю за тое, каб нам сярод родных лясоў 
Не вішчаць, не дрыжаць, не крывіць, 
Бо ўсе мы тут не з гіен і не з псоў,
Бо мы ‒ сапраўднай крыві",Уладзімер Караткевіч,dumki.org
"Душа твая належыць толькі Богу і гэтым палям, шабля – ваяводзе справядлівай вайны, жыццё – усім добрым людзям, сэрца – каханай. Але гонар і чэсць – яны належаць толькі табе і больш нікому",Уладзімер Караткевіч,dumki.org
"Лепей недаесці, як ястраб, чым пераесці, як свіння",Уладзімер Караткевіч,dumki.org
Не будзь гарматным мясам для чужых капрызаў,Уладзімер Караткевіч,dumki.org
"Прайграць не прыніжэнне. Прыніжэнне – кпіць з таго, хто мужна прайграў",Уладзімер Караткевіч,dumki.org
Нельга давацца ў рукі хлусні,Уладзімер Караткевіч,dumki.org
Людзі нараджаюцца роўнымі перад сваім сумленнем,Уладзімер Караткевіч,dumki.org
Права на праўду заўсёды жыве,Уладзімер Караткевіч,dumki.org
"Лепей ніякай велічы, чым веліч на касцях народа",Уладзімер Караткевіч,dumki.org
"Мова, прыгожае пісьменства, паэзія, музыка ‒ сродак сувязі між душамі людзей, вышэйшы сродак",Уладзімер Караткевіч,dumki.org
Прыгнёт нараджае не толькі рабоў. Са слабых ‒ магчыма. Але з моцных ён нараджае волатаў!,Уладзімер Караткевіч,dumki.org
"Дзве старонкі, дваццаць ці дзвесце... А можа, тысячы тысяч? Усё адно, нават іх будзе мала, каб годна ўславіць цябе, родная беларуская мова. Таму што мільёны тваіх людзей самім існаваннем сваім з самага пачатку дзён кожным трапным словам, кожнай любоўнай ці гнеўнай думкай, кожным знішчальным, здзеклівым, іранічным або, наадварот, добрым, лірычным сказам славяць цябе. І славіць будуць, пакуль не скончыцца жыццё людское і думка людская на Зямлі",Уладзімер Караткевіч,dumki.org
"Хто не памятае мінулага, хто забывае мінулае – асуджаны зноў перажыць яго. Безліч разоў",Уладзімер Караткевіч,dumki.org
... у сваёй мове ён мог бы стаць вялікім. У чужой ‒ толькі вышэй за сярэдняга,Уладзімер Караткевіч,dumki.org
Нельга бясконца доўга стрымліваць самае святое ‒ урэшце адбудзецца выбух...,Уладзімер Караткевіч,dumki.org
"– Ці ж Бог даў беларусу дзюбу, каб ён пішчаў?
– А для чаго?
– Лушчыць арэхі ды цалавацца! А ну, святыя, давай вялікую малітву!",Уладзімер Караткевіч,dumki.org
"Той, хто кахае — бессмяротны. Ён у кожную хвіліну перажывае стагоддзе. I ён — вораг смерці. Таму, што смерць не для кахання, не для маці тваіх дзяцей. А ўжо для дзяцей, для твайго бяссмерця — менш за ўсё… Толькі кахаць",Уладзімер Караткевіч,dumki.org
Галоўным быў не хлеб. Галоўнай была свабода,Уладзімер Караткевіч,dumki.org
