page,category,1_text,1_y_diff,2_text,2_y_diff,3_text,3_y_diff,4_text,4_y_diff,5_text,5_y_diff,6_text,6_y_diff,7_text,7_y_diff,8_text,8_y_diff,9_text,9_y_diff,10_text,10_y_diff,11_text,11_y_diff,12_text,12_y_diff,13_text,13_y_diff,14_text,14_y_diff,15_text,15_y_diff,16_text,16_y_diff,17_text,17_y_diff,18_text,18_y_diff,19_text,19_y_diff,20_text,20_y_diff,21_text,21_y_diff,22_text,22_y_diff,23_text,23_y_diff
43,ПРЫКАЗКІ І ПРЫМАЎКІ,"Пра чалавека, які стараецца разлічыцца за ўсякую паслугу, жадаючы быць незалежным. Жывы пра жывое думае. Дылюк Г.В., 1959 г.н., 2012. Івацэвічы. Паўната жыцця ў працы, у клопатах. Жывы ў зямлю не палезеш. Мацвіеня В.К., 1917 г.н., 1995. Лазаўцы Міл. “У кажнага свой лёс, у кажнага свая доля. Трэба жыць, як бог даў” (тлум. інф.). Жыта родам, а жыццё пераходам. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. Жыта паўтараецца ў цыклах, фазах, чалавечае жыццё праходзіць, пралятае.",9.476943969726562,"Жыццё пражыла, як на свінні праехала. Ткачук Я.В., 1915 г.н., 1996. Міхнавічы. Так кажуць, калі наракаюць на няўдалае, нешчаслівае жыццё.",9.115951538085938,"Забярэ смерць - з матылямі не паляціш. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кос. Пра непазбежны канец чалавечага жыцця.",7.55596923828125,"За вялікім пагонішся - малое згубіш. Голуб В.І., 1930 г.н., 2001. Скураты Квас. За вялікім пагонішся, можаш страціць тое, што ўжо маеш. Будзь стрыманы ў жаданнях.",7.436126708984375,"За гарою валы задарма. Лушчык В.І., 1930 г.н., 2000. Альшаніца Квас. “Добра там, дзе нас німа” (тлум. інф.).",9.235687255859375,"Загляне сонца і ў наша аконца. Зайка Ф.Я., 1907 г.н., 1981. Заполле Кос. Ніколі ў жыцці не трэба траціць надзею на перамены, на лепшае. Прыйдзе добрая часіна і да нас.",9.355987548828125,"Заграбі ў куток смецце - і маўчы. Жылка М.С., 1941 г.н., 2001. Заполле Кос. Здараюцца нелады ў сям'і - не расказвай пра іх нікому: не будзе плётак.",10.916839599609375,"За грошы здароўя не купіш. Зубко Л.У., 1935 г.н., 2001. Бялавічы Кос.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ПРЫКАЗКІ І ПРЫМАЎКІ,,5.0361175537109375,"За грошы і сам харошы. Зайка А.С., 1920 г.н., 1986. Бялавічы Кос. 
“З грашыма кажны разумны ды прыгожы” (тлум. інф.).",7.315681457519531,"За грошы няма вошай. Лушчык В.І., 1930 г.н., 2000. Альшаніца Квас. “Дзе е грошы, там дастаток, бо вошы - ад бядноты” (тлум. інф.).",9.595672607421875,"За дабро дабром плаціць трэба. Мінчук М.Дз., 1930 г.н., 1997. Галенчыцы Ягл.",9.475433349609375,"За двума зайцамі пагонішся, то ніводнага не зловіш. Бабей Р.Д., 1911 г.н., 1995. Едчыкі Квас. “Не бярыся адразу за некалькі работ, адну да канца давядзі” (тлум. інф.).",7.4359588623046875,"За другога чалавека не бярыся. Голуб В.І., 1930 г.н., 2004. Скураты Квас. “У чужую душу ні ўлезяш, ні ведаяш, што ў яго ў галаве” (тлум. інф.).",8.635894775390625,"За дурною галавою ды няма нагам спакою. Зайка Ф.Я., 1907 г.н., 1984. Заполле Кос. Неабдуманыя ўчынкі дадаюць турботаў. “О, пайшоў касіць, а мянташкі ні ўзяў. Прышлося вяртацца - за дурною галавою ды німа нагам спакою” (тлум. інф.).",9.955902099609375,"Зазронае вока бачыць далёка. Грудавая С.Г., 1968 г.н., 1984. Бялавічы Кос. Зазроны - зайздросны. “Зазроны чалавек усё да сябе прыгроб бы” (тлум. інф.). а) Зазронаму воку ўсяго мала. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. “Вазроны чалавек, кап прымеў, то ўсё сабе пабраў бы” (тлум. інф.).",7.675750732421875,"За кампанію цыган павесіўся. Шчурко і1.П., 1993 г.н., 1997. Заполле Кос. “Вялікая сіла грамада: куды ўсе, туды й ты” (тлум. інф.).",7.075592041015625,,5.51617431640625,"За маё жыта ды я ж і біта. Мінчук П.і., 1918 г.н., 2007. Стайкі Стайк. 
а) За маё дабро ды мяне і набілі. Ляховіч П.У., 1984 г.н., 1995. Гладышы Міл. Крыўдна, калі за дабро плоцяць ліхам.",,,,,,,,,,,,,,,,,,,,,,,,,
45,ПРЫКАЗКІ І ПРЫМАЎКІ,"Замок - ад добрага чалавека. Бялевіч І.М., 1920 г.н., 1995. Даргужы Міл. Ліхому чалавеку, злодзею замок не перашкода.",10.316078186035156,,4.5554351806640625,"Запас бяды не чыніць. Кулецкі М.А., 1952 г.н., 2001. Дубітава Міл. Назапашанае нікому не пашкодзіць. а) Запас есці не просіць. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. 
б) Запас месца не пралежыць. Здзітавец М.М., 1885 г.н., 1966. Заполле Кос.",11.876129150390625,"За перабірачку дастанеш у срачку. Собаль К.С., 1912 г.н., 1975. Бялавічы Кое. Кажуць на дзяцей, пераборлівых у ежы.",10.195831298828125,,5.5161285400390625,"Зараза заразу знойдзе адразу. Гоган А.Д., 1922 г.н., 2003. Заполле Кое. 
“Паганяц, шкодлівы чалавек шукая такога, як сам” (тлум. інф.).",9.235687255859375,,5.516082763671875,"За свае грошы кожны харошы. Майсейчык А.А., 1924 г.н., 1979. Гошчава Стайк. 
Калі маеш грошы, то сяброў багата.",10.195953369140625,"За сон не бярыся. Воўна В.Ф., 1939 г.н., 2003. Заполле Кос. У сне чалавек часам скажа такое, чаго ніколі не сказаў бы, каб не спаў.",8.155731201171875,"За старым і новае зберажэцца. Лушчык В.І., 1930 г.н., 2002. Альшаніца Квас. Пра беражлівасць, ашчаднасць.",8.75592041015625,"Захоча Бог пакараць, то розум адыме. Трында В.І, 1963 г.н., 1975. Заполле Кос. Пра неразважнасць паводзін.",8.756072998046875,"Захочаш сабаку выцяць, то кія знойдзеш. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. Паставіш перад сабою мэту, знойдзеш сродкі яе дасягнення.",9.835845947265625,"Зачыні чорту дзверы, то ён у вакно. Уласавец Н.Я., 1936 г.н., 2007. Уласаўцы ІЖытл. “Бессаромны чалавек усюды пралезя, яму законы ні пісаныя” (тлум. інф.).",,,,,,,,,,,,,,,,,,,,,
46,ПРЫКАЗКІ І ПРЫМАЎКІ,"За што купіў, за тое прадаю. Голуб І.В., 1931 г.н., 2003. Скураты Квас. “Што пачуў, тоя й кажу” (тлум. інф.).",7.795722961425781,"Э багны выжанеш чорта, то ён у лес уцячэ. Лушчык В.І., 1930 г.н., 2000. Альшаніца Квас. “Як пайдуць нелады ў хаці, то ад йіх цяшко атрэсьціся” (тлум. інф.).",10.316009521484375,"З бацькам і маці - Бог у хаце, хто іх зневажае, той шчасце губляе. Воўна В.Ф., 1939 г.н., 2001. Заполле Кос. “Німа большаго шчасьця на сьвеці, калі жывыя бацькі. Хто йіх крыўдзіць, німа таму дараваньня” (тлум. інф.).",9.955734252929688,"Збірай ззамаладу, то на старасць як знойдзеш. Сяўчук Л.А., 1905 г.н., 1953. Бялавічы Кос. “Старайся маладым. дом пабудаваць, сат пасадзіць, сямю завесьці, сяброў прыдбаць, да поту працаваць, то старасьць будзя спакойная” (тлум. інф.).",8.395889282226562,"З Богам не патаргуешся. Лісок Л.І., 1951 г.н., 2001. Заполле Кос.",11.75616455078125,"з братам сварыся, а з суседам мірыся. Валах В.М., 1969 г.н., 1994. Бялавічы Кос. “Па-сусецку трэба жыць у згодзі й міры, памагаць адзін аднаму” (тлум. інф.).",8.275848388671875,"З вечара дзеўка, а ранкам дзіця. Зайка А.І., 1953 г.н., 2002. Альшаніца Квас. Так кажуць пра дзяўчыну-падлетка.",10.075897216796875,"Э вялікага грому ды малы дождж. Шашук Ф.С., 1922 г.н., 2001. Руда Падст. “Некалі камуністы казалі, шчо пабудуюць рай на зямле - камунізм. Шуму, гвалту нарабілі. Але зь вялікаго грому ды малы дошч” (тлум. інф.).",9.83587646484375,"З гурту выбераш курту. Валах М.А., 1937 г.н., 1994. Бялавічы Кос. Хто перабірае, той добрай жонкі не мае.",8.39599609375,"Здаровы з хворага не спагадае. Лушчык В.І., 1930 г.н., 2002. Альшаніца Квас.",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ПРЫКАЗКІ І ПРЫМАЎКІ,,4.915985107421875,"“Здаровы с хвораго ні спагадая, лічыць, шчо той прытвараяцца” (тлум. інф.). 
а) Здаровы хворага не разумее. Шчурко М.А., 1936 г.н., 1999. Заполле Кос.",12.596183776855469,"Здароўя за грошы не купіш. Зайка А.П., 1911 г.н., 1982. Заполле Кос.",12.716117858886719,,5.7561187744140625,"З добрага кўста смачная капуста. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кое. 
“З добраго, паважанаго роду - добрая дзеўка, добры кавалер” (тлум. інф.).",11.27587890625,"З дужым не біся, з багатым не судзіся. Бахур Г.В., 1923 г.н., 2003. Яглевічы Ягл. “Бо заўсёды йіх верх будзя” (тлум. інф.).",11.035614013671875,"Зерне да зярняці збіраецца мерка. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кос. Пра беражлівасць, ашчаднасць.",9.35595703125,,5.876129150390625,"З зямлі прыйшло, у зямлю пайшло. Рабчэня Т.1., 1942 г.н., 1997. Заполле Кос. 
“Усё зямля нараджая, усё зямля забірая” (тлум. інф.).",11.035736083984375,,5.876190185546875,"З зяцем сварыся - і за клямку дзяржыся, з сынам сварыся - і на печ церабіся. Зайка А.Ф., 1948 г.н., 2009. Заполле Кос. 
“Зяць - чужы чалавек, і выгнаць можа, а сын пазлуецца ды забудзяцца” (тлум. інф.).",9.35589599609375,"З ім і сем сабак не збрэшуцца. Мінчук П.і., 1918 г.н., 2005. Стайкі Стайк. Пра балбатуна, перасмешніка.",10.31591796875,,6.1162109375,"З кім жыць - таго не гнявіць. Бурвін К.А., 1937 г.н., 1984. Бялавічы Кос. 
Трэба дагаджаць блізкім людзям.",11.155975341796875,,5.9962158203125,"З кута ў кут - і вечар тут. Шчурко М.А., 1936 г.н., 2001. Заполле Кос. 
“Зімні дзень кароткі. Ні згледзіш - ужэ вечар” (тлум. інф.).",,,,,,,,,,,,,,,
48,ПРЫКАЗКІ І ПРЫМАЎКІ,"Зладзейскія вочы ўсё бачаць. Мінчук М.Дз., 1930 г.н., 1997. Галенчыцы Ягл. “Злодзей адно й цікуя, кап што ўкрасьці” (тлум. інф.).",9.235702514648438,"Злодзей пакіне вуглы, а агонь нічога. Лушчык В.і., 1930 г.н., 2002. Альшаніца Квас.",10.795433044433594,"Злосці поўныя косці. Міхнюк Г.Ф., 1942 г.н., 2002. Размеркі Стайк. Так кажуць пра злоснага чалавека.",9.115966796875,"З напасці можна прапасці. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. “Узьвядуць паклёп на нявіннаго чалавека, гатовы ў магілу загнаць” (тлум. інф.).",10.79583740234375,"Знойдзеш - радуйся, згубіш - не плач. Міскевіч М.М., 1913 г.н., 1995. Харошча Міл. “Усё ў жыцьці бывая: і знойдзяш, і згубіш” (тлум. інф.).",10.31561279296875,,5.876068115234375,"З песні слова не выкінеш. Шыманчык У.У., 1967 г.н., 1982. Бялавічы Кос. 
Сумленне вымагае сказаць усю праўду, нават непрыемную.",10.79583740234375,,5.87603759765625,"Э песні хоць трэсні, а есці дай. Зайка А.П., 1911 г.н., 1980. Заполле Кос. 
“Гулі, песьні ні накормяць, трэба памятаць пра работу” (тлум. інф.).",7.915679931640625,"З пустога калодзежа не нап'ешся. Бялевіч Г.І., 1950 г.н., 2009. Даргужы Міл. У дурня нічому не навучышся.",10.195953369140625,"З разумным пагаворыш, то розуму набярэшся, а з дурным, то апошні страціш. Лушчык А.І., 1958 г.н., 2001. Альшаніца Квас.",8.155426025390625,"З сваім біся, сварыся і за адзін стол садзіся. Лушчык В.і., 1930 г.н., 2001. Альшаніца Квас. У вялікай сям'і, радні часам узнікаюць спрэчкі, непаразуменні. Але іх трэба вырашаць мірна, спакойна.",9.9559326171875,"З свайго мазаля багаты не будзеш. Апуневіч У.С., 1928 г.н., 1996. Бялавічы Кос.",,,,,,,,,,,,,,,,,,,,,
49,ПРЫКАЗКІ І ПРЫМАЎКІ,"“Мало хто на сьвеці ражжыўся ні крадучы. Як толькі багаты, то знай: палавіна ўкрадзяно” (тлум. інф.).",8.275711059570312,"З старым жыць - ваўком выць. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. “Даўней з-за багацьця, з-за зямлі ішлі за старых замуш. Цяпер гэтаго німа, а прыкаска засталася” (тлум. інф.).",10.675796508789062,"Э таго свету яшчэ ніхто не вярнуўся. Зайка Ф.Я., 1907 г.н., Заполле Кое.",11.756072998046875,"З яго людзей не будзе. Мяхведзь К.П., 1925 г.н., 1995. Руда Падст. “Пра чалавека, ад якого нічого добраго ні дачакаясься” (тлум. інф.).",10.555679321289062,"Зямля святая ўсіх нае зраўняе. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кос. У смерці ўсе роўныя.",8.8759765625,"Зямля ўсіх прымае. Лушчык В.І., 1930 г.н., 2000. Альшаніца Квас. “Зямля ўсіх прымая: і добрых, і кепскіх” (тлум. інф.).",8.51568603515625,"Зяць любіць узяць. Лушчык В.І., 1930 г.н., 2002. Альшаніца Квас. Зяць любіць, каб цесць з цешчай дапамагалі, адорвалі падарункамі.",10.916015625,"Зяць на дачцэ як золата ў руцэ, а сын на нявестцы як гаўно на трэсцы. Лушчык В.І., 1980 г.н., 2002. Альшаніца Квас. “Дачка мілейша за нявестку, нявестка - чужоя дзіця, чужая костка” (тлум. інф.).",8.6358642578125,"І жалеза іржа есць. Аўрусевіч С.С., 1921 г.н., 2001. Няхачава Стайк. Няма нічога вечнага на свеце.",9.356292724609375,"І козы наетыя, і сена цэлае. Лушчык І.І., 1928 г.н., 1985. Альшаніца Квас. Так кажуць, калі ўсім дагодзяць.",8.635986328125,,5.87628173828125,"ілбом сцяны не праб'еш. Ялоўская А.І., 1926 г.н., 1995. Зыбайлы ўКытл. 
Часам трэба скарыцца паганай сіле, каб захаваць сваё здароўе.",,,,,,,,,,,,,,,,,,,,,,,
50,ПРЫКАЗКІ І ПРЫМАЎКІ,"І мая душа не з клочча. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. Клочча - пачаскі, пачассе. “Г я чалавек, ія гонар маю” (тлум. інф.).",7.3147125244140625,,5.996208190917969,"І не дай, і не лай. Мінчук П.і., 1918 г.н., 2005. Стайкі Стайк. 
“Калі й дасьць, то абгаворыць, зьняславіць - то й ні дай, і ні лай” (тлум. інф.).",7.79595947265625,"І пакажуць, і памажуць, а паесці не дадуць. Шчурко М.А., 1936 г.н., 1995. Заполле Кос. “Падвядуцца чым смачным, а паспрабаваць ні дадуць” (тлум. інф.).",7.43560791015625,,5.87615966796875,"І пальцы на руцэ няроўныя. Зайка А.П., 1911 г.н., 1982. Заполле Кос. 
“Лес ніроўны, і людзі ніроўныя, неаднолькавыя” (тлум. інф.).",7.4356689453125,"І сам не гам, і другому не дам. Шэлест Г.І., 1964 г.н., 2005. Стайкі Стайк. Пра скупога, сквапнага чалавека.",7.795989990234375,,6.1162109375,"І сцены вушы маюць. Зайка Ф.Я., 1907 г.н., 1985. Заполле Кое. 
Папярэджанне быць асцярожным, бо незычліўцы могуць падслухаць размову.",7.796966552734375,"І так бывае: хто працуе, той не мае. Шастала Ю.і., 1938 г.н., 2004. Косава.",7.91546630859375,"І ў Парыжы з аўса не зробіш рыжы. Мінчук П.і., 1918 г.н., 2005. Стайкі Стайк. Рыжа (дыял.) - рыс. Усё на свеце мае сваю вартасць, горшае не пераробіш на лепшае.",7.7958984375,"І чорт таго хоча, што жанчына хоча. Зайка Н.П., 1944 г.н., 1993. Заполле Кос. Кажуць пра грэшныя намеры жанчыны.",7.67596435546875,"і я - не я, і хата не мая. Бялевіч М.і., 1922 г.н., 2003. Косава. Кажуць пра таго, хто адмаўляецца ад раней сказанага.",9.595977783203125,"Каб ведаў, дзе ўпадзеш, то саломы падаслаў бы. Воўна В.Ф., 1939 г.н., 2005. Заполле Кос.",,,,,,,,,,,,,,,,,,,
51,ПРЫКАЗКІ І ПРЫМАЎКІ,"Чалавек не ўладны над лёсам, не ўсё можа прадбачыць.",11.395942687988281,,5.515960693359375,"Каб з ім дагаварыцца, трэба пуд гароху з'есці. Бабей Р.Д., 1911 г.н., 1995. Едчыкі Квас. Пра незгаворлівага, упартага чалавека. 
а) Каб з ім згаварыцца, трэба бочку бобу з'есці. Верабей В.І., 1930 г.н., 1995. Аўсто Стайк.",11.15533447265625,"Каб людзі не паміралі, то зямля правалілася б. Касавец В.Р., 1921 г.н., 1995. Азярцо Падст. “Так даўней казалі старыя людзі, але й зара так кажуць” (тлум. інф.).",11.035888671875,"Каб майму дзіцяці той розум, што ў мужыка ззаду. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кос. “Так казаў жыд. Гэто значыць, мужык скажа, а пасьля агледзіцца, шчо ні трэба было так гаварыць” (тлум. інф.).",8.99578857421875,"Каб не кішка, то ў золаце хадзіў бы. Лушчык В.І., 1930 г.н., 1998. Альшаніца Квас. “Каб людзі ні трацілі грошы на ежу, то багатыя былі п” (тлум. інф.).",9.2359619140625,"Каб не клін і не мох, то цясляр бы здох. Лушчык І.І., 1928 г.н., 1998. Альшаніца Квас. Так пасмейваюцца з цесляра, які з дапамогай кліна і моху хавае свае хібы ў працы.",9.35595703125,"Каб не піў ды не еў, то за гарою стаў бы. Лушчык В.І., 1930 г.н., 2002. Альшаніца Квас. “То тады разбагацеў бы, схаваўся б ад беднасьці, як за гарою” (тлум. інф.).",9.3558349609375,"Каб свінні рогі, то ўвесь свет перавярнула б. Бакавец Г.І., 1961 г.н., 1999. Івацэвічы. “Калі дурному чалавеку даць волю, то ён наробіць бяды” (тлум. інф.).",11.035919189453125,"Каго Бог звёў, то людзі не разлучаць. Собаль К.С., 1912 г.н., 1975. Бялавічы Кос. «Памятаю, мама ўсё так казала: «Калі бох каго зьвёў, то людзі не разлучаць, як ні старацімуцца”» (тлум. інф.).",,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ПРЫКАЗКІ І ПРЫМАЎКІ,,5.1561279296875,"Каго Бог любіць, таго і карае. Лісок Л.і., 1951 г.н., 2001. Заполле Кос. 
“Каго любіць бох, таму пасылая выпрабаваньні, ці цьвёрдай ён веры” (тлум. інф.).",9.235794067382812,"Кажух - не вата, капуста - не гарбата. Зайка А.С., 1920 г.н., 1995. Бялавічы Кое. Пра шкалу вартасцяў у гаспадарцы, у штодзённым жыцці.",9.835830688476562,"Каласы поўныя вісяць, пустыя стаяць. Гоган Г.С., 1929 г.н., 2001. Заполле Кос. “Як пусты чалавек, то хоча, каб яго бачылі, ведалі; люцкі чалавек сьціплы” (тлум. інф.). Людскі - добры, спагадлівы.",8.035797119140625,"Калека калеку не любіць. Мінчук П.і., 1918 г.н., 2005. Стайкі Стайк. “Нямоглы нямогламу ні паможа, як і бедны беднаму” (тлум. інф.).",9.835586547851562,"Калёсы любяць змазку, а жонка любіць ласку. Міхнюк А.В., 1965 г.н., 2006. Гошчава Стайк.",10.075286865234375,,5.63604736328125,"Калі бацькі дзяцей кормяць - дзеці скачуць, калі дзеці бацькоў кормяць - бацькі плачуць. Гоган А.Д., 1922 г.н., 2002. Заполле Кое. 
Няпроста складваюцца дачыненні паміж бацькамі і дзецьмі.",9.955780029296875,"Калі Бог схоча пакараць, то розум адыме. Зайка С.М., 1947 г.н., 2009. Косава. “Бох пакарае ганарліўца, адымя ў яго розум, пакажа яго дурноту праз ганебны ўчынак” (тлум. інф.).",9.59564208984375,"Калі Богу ўгодны, то не будзеш галодны. Папко Т.Ф., 1906 г.н., 1995. Мілейкі Міл. Гэтак кажуць, дакараючы таго, хто залішне дбае пра дастатак.",8.0357666015625,"Калі ем, то глух і нем. Лушчык І.І., 1928 г.н., 1991. Альшаніца Квас. “Так папярэджваюць тых, хто шумна паводзіць сябе за сталом” (тлум. інф.).",9.7159423828125,"Калі і святыя даруюць, то Бог не даруе. Стась В.У., 1955 г.н., 2001. Заполле Кос. “Цяшкі грэх ніколі ні даруяцца” (тлум. інф.).",,,,,,,,,,,,,,,,,,,,,,,
53,ПРЫКАЗКІ І ПРЫМАЎКІ,"Калі мінула дваццаць пяць, дома сядзь. Макарэвіч Т.і., 1935 г.н., 2001. Галенчыцы Ягл. Пра дзяўчыну, якая доўга не выходзіць замуж.",8.875968933105469,,5.51544189453125,,5.3958740234375,"Калі свае б'юцца, чужы не лезь. Лушчык В.і., 1930 г.н., 2002. Альшаніца Квас. 
а) Дзе свае сабакі кусаюцца, хай чужыя не мяшаюцца. Лушчык В.І., 1930 г.н., 2002. Альшаніца Квас. Нельга лезці ў чужую сям'ю, радню, калі там нелады. 
б) Свае сабакі кусаюцца, а чужыя хай не мяшаюцца. Лушчык В.І., 1930 г.н., 2000. Альшаніца Квас. “Свае паб'юцца й памірацца, а ты ўлезяш, ворагом станяш” (тлум. інф.).",9.236007690429688,"Калі ўзяўся за гуж, то не кажы, што нядуж. Воўна І.Л., 1934 г.н., 1980. Заполле Кос. “Калі ўзяўся за справу, то атступу німа” (тлум. інф.).",10.6756591796875,,4.6754150390625,"Калі хлеб у возе, то няма бяды ў дарозе. Макарчэня М.М., 1934 г.н., 1995. Заполле Кос. 
Г. зн. галодны не будзеш.",11.155975341796875,"Калі хочаш пасварыцца, то пазыч грошай. Воўна В.Ф., 1939 г.н., 2005. Заполле Кос. “Пазычаная часта вяртаюць з лаянкай” (тлум. інф.).",9.11578369140625,"Каля вады хадзіў, а ног не замачыў. Лушчык В.і., 1930 г.н., 2002. Альшаніца Квас. Так кажуць пра сумленнага чалавека, якога не спакусіла магчымасць пажывіцца чужым.",9.2369384765625,,4.915863037109375,"Каля вады ходзячы, намочышся, а каля дабра - пажывішся. Шарубейка І.М., 1934 г.н., 2003. Воля Жытл. Так кажа той, хто не супраць пакарыстацца дармовым, украдзеным. 
а) Каля дабра ходзіш, каля дабра пажывішся. Хацімка К.П., 1891 г.н., 1974. Гошчава Стайк.",11.2755126953125,"Каля дзіцяці адна ноч маці, а другая - мачыха. Міхнюк Г.Ф., 1942 г.н., 1999. Размеркі Стайк. “У адну ноч дзіця сьпіць, і ты засьнеш, у другую дзіця ні сьпіць, і ты воком ні зьвядзеш” (тлум. інф.).",,,,,,,,,,,,,,,,,,,,,,,
54,ПРЫКАЗКІ І ПРЫМАЎКІ,"Каму баліць, той крычыць. Сяўчук Л.А., 1905 г.н., 1983. Бялавічы Кос. Кожны гаворыць пра свае балячкі.",10.795967102050781,"Каму горача, то адсунецца. Воўна В.Ф., 1939 г.н., 2005. Заполле Кое. “Каму гаворка ні падабаяцца, вольны пайсьці, пакінуць кампанію” (тлум. інф.).",8.635940551757812,"Каму добра зранку, то добра і да вечара. Ялоўская А.І., 1926 г.н., 1997. Зыбайлы /Кытл. Вера ў перадвызначанасць чалавечых лёсаў, іх рознасць, неаднолькавасць.",8.7572021484375,"Каму няўдача, а каму ўдача. Лушчык В.і., 1930 г.н., 2001. Альшаніца Квас. “Згубіла кашалька з грашыма, то мне няўдача, а некаму ўдача” (тлум. інф.).",10.555984497070312,,5.876129150390625,"Каму смех, каму бяда. Ганчарэня Л.А., 1947 г.н., 1983. Заполле Кое. 
“Тое самае іначай ацэньваяцца: на багатым падзярэцца адзежа ці вобуй - сьмех, дробязь, на бедным - бяда, патрата” (тлум. інф.).",8.275665283203125,"Кармі мукою - пойдзе рукою. Лушчык В.І., 1930 г.н., 2001. Альшаніца Квас. Шанцуе ў гаспадарцы тым, хто добра даглядае жывёлу.",8.15594482421875,"Квасок з трасок. Лушчык В.і., 1930 г.н., 2001. Альшаніца Квас. Квас - страва. Так кажуць пра страву, прыгатаваную з таго, што траплялася пад руку. Тут чуецца хвала ўмельству 1 вынаходлівасці гаспадыні.",8.755950927734375,,4.3153076171875,"Кідай, Божа, сваё, бо наша само падае. Голуб І.В., 1931 г.н., 2003. Скураты Квас. 
Г. зн. у нас не ладзіцца, нам не шанцуе, не шчасціць.",10.555999755859375,,5.996185302734375,"Кіем таго, хто не пільнуе свайго. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кос. 
Асуджэнне нядбайнасці, марнатраўства ў вядзенні гаспадаркі.",8.39599609375,"Кінеш каменем, то ўсё ў свайго. Лушчык В.І., 1930 г.н., 2000. Альшаніца Квас.",,,,,,,,,,,,,,,,,,,,,
55,ПРЫКАЗКІ І ПРЫМАЎКІ,"Так кажуць, калі вялікі род. Тут пахвальба і гонар за свой род, за родавае гняздо.",8.997142791748047,,5.635833740234375,"Кінеш перад сабою - знойдзеш за сабою. Лушчык В.І., 1930 г.н., 1994. Альшаніца Квас. Зробіш чалавеку дабро, ён табе тым жа аддзячыць. 
а) Кінеш спераду - знойдзеш ззаду. Піскун А.Б., 1967 г.н., 2008. ІКЖамайдзякі Міл.",11.275421142578125,,6.8361663818359375,"Кінуўся ў бойку - чуба не шкадуй. Воўна В.Ф., 1939 г.н., 2001. Заполле Кое. 
Узяўся за справу, то сілы не беражы.",11.035903930664062,"“Кінь стрэльбу й вуду, - сказаў хлеб, - з табою буду”. Мінчук П.І., 1918 г.н., 2005. Стайкі Стайк. Азартныя паляванне і рыбныя ловы забіраюць увесь час.",11.515960693359375,,5.27545166015625,"Кладзі гной густа, то не будзе поле пуста. Зайка Ф.Я., 1907 г.н., 1980. Заполле Кос. 
“Добра ўгноіш зямлю, то зьбярэш добры ўраджай” (тлум. інф.).",8.515594482421875,"Кожнаму дразду жаль па свайму гнязду. Лушчык В.і., 1930 г.н., 2002. Альшаніца Квас. Кожнаму чалавеку мілыя тыя мясціны, дзе нарадзіўся і вырас.",11.15576171875,"Кожнаму свая балячка баліць. Шчурко М.А., 1936 г.н., 1998. Заполле Кос. У кожнага свая бяда, кожнаму сваё найперш баліць.",11.0357666015625,,6.596099853515625,"Кожная галава свой розум мае. Рабчэня Т.В., 1972 г.н., 2009. Квасевічы Квас. 
Пра неаднолькавасць, рознасць людзей.",9.115814208984375,"Кожная птушка па-свойму гняздо ўе. Лушчык В.І., 1930 г.н., 2002. Альшаніца Квас. “Кажны чалавек ладзіць сваё жыцьцё так, як лічыць патрэбным” (тлум. інф.).",11.156036376953125,"Кожны гад цяплу рад. Зайка Н.П., 1944 г.н., 1996. Заполле Кос. Кожная жывая істота радуецца цяплу.",,,,,,,,,,,,,,,,,,,
